,name,mileage,price,owners,body,int,ext,vin,engine,tm,drive,fuel,height,length,width,gclear,wheelb,ftrackw,mpg,rtrackw
365,2017 INFINITI QX50,"Base | 26,248 miles","$20,600",1,SUV,Black,Grey,JN1BJ0RP6HM383908,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
367,2017 Ford Fusion Hybrid,"SE | 41,440 miles","$13,740",1,Sedan,Black,Black,3FA6P0LU3HR208170,2.0L Hybrid I4 188hp,Automatic,FWD,Gas/Electric Hybrid,"58""","191.8""","83.5""",Unavailable,"112.2""","62.3""",43 City / 41 Hwy,"62"""
368,2019 Hyundai Sonata,"SE | 17,380 miles","$15,830",1,Sedan,Gray,Scarlet Red,5NPE24AF0KH802449,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.5""",26 City / 35 Hwy,"63.8"""
369,2017 Buick Encore,"Preferred | 32,367 miles","$14,700",1,SUV,Black,Black,KL4CJASB6HB033786,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"65.3""","168.4""","69.9""","6.2""","100.6""","60.6""",25 City / 33 Hwy,"60.6"""
370,2017 Ford Fusion Hybrid,"SE | 41,600 miles","$13,740",1,Sedan,Black,Oxford White,3FA6P0LU3HR224837,2.0L Hybrid I4 188hp,Other,FWD,Gas/Electric Hybrid,"58""","191.8""","83.5""",Unavailable,"112.2""","62.3""",43 City / 41 Hwy,"62"""
371,2017 Ford Escape,"SE | 47,628 miles","$14,090",2,SUV,Black,Oxford White,1FMCU0GD4HUB02721,EcoBoost 1.5L Turbo I4 179hp 177ft. lbs.,Automatic,FWD,Gasoline,"66.3""","178.1""","81.8""","7.9""","105.9""","61.5""",23 City / 30 Hwy,"61.6"""
372,2019 Kia Cadenza,"Limited | 3,360 miles","$31,660",1,Sedan,Black,Snow White Pearl,KNALC4J15K5170697,3.3L V6 290hp 253ft. lbs.,Automatic,FWD,Gasoline,"57.9""","195.7""","73.6""","5.4""","112.4""","63.1""",20 City / 27 Hwy,"63.4"""
373,2019 Hyundai Sonata,"SE | 17,261 miles","$15,910",1,Sedan,Gray,Blue,5NPE24AF4KH801241,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.5""",26 City / 35 Hwy,"63.8"""
375,2018 Audi Q5,"2.0T quattro Premium Plus | 20,390 miles","$36,620",1,SUV,Black,Blue,WA1BNAFY5J2197728,2.0L Turbo I4 252hp 273ft. lbs.,Automatic,AWD,Gasoline,"65.3""","183.6""","84.3""","8.2""","111""","63.6""",23 City / 27 Hwy,"63.3"""
376,2019 Lexus RX 350,"F SPORT | 5,218 miles","$49,040",1,SUV,Black,Atomic Silver,2T2BZMCA7KC210416,3.5L V6 295hp 267ft. lbs.,Automatic,AWD,Gasoline,"67.7""","192.5""","74.6""","8.2""","109.8""","64.4""",19 City / 26 Hwy,"64"""
377,2017 Volkswagen Jetta,"1.4T S | 22,593 miles","$12,780",1,Sedan,Black,Red,3VW2B7AJ6HM256197,1.4L Turbo I4 150hp 184ft. lbs.,Automatic,FWD,Gasoline,"57.2""","183.3""","70""","5.2""","104.4""","60.4""",28 City / 38 Hwy,"60.3"""
378,2018 Alfa Romeo Stelvio,"Ti | 17,167 miles","$29,210",1,Wagon,Red,Vesuvio Gray Metallic,ZASFAKBN1J7B98387,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
379,2017 INFINITI QX30,"Sport | 17,597 miles","$21,830",1,SUV,Black,Brown,SJKCH5CP1HA026153,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,FWD,Gasoline,"58.1""","174.2""","82""","6.1""","106.3""","62""",24 City / 33 Hwy,"62"""
380,2017 INFINITI QX60,"Base | 43,686 miles","$25,440",1,SUV,Gray,Black,5N1DL0MN1HC541840,3.5L V6 295hp 270ft. lbs.,Other,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
381,2018 INFINITI QX30,"Premium | 29,873 miles","$21,740",1,Wagon,Black,Silver,SJKCH5CP3JA040741,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,FWD,Gasoline,"59.5""","174.2""","82""","6.8""","106.3""","61.9""",24 City / 33 Hwy,"61.9"""
382,2017 INFINITI QX50,"Base | 41,423 miles","$19,370",1,Wagon,Black,Liquid Platinum,JN1BJ0RP7HM384114,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
383,2017 INFINITI QX60,"Base | 31,335 miles","$26,160",1,SUV,Black,Blue,5N1DL0MN5HC552243,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
384,2017 INFINITI QX50,"Base | 32,252 miles","$21,550",1,Wagon,Black,Hagane Blue,JN1BJ0RP7HM383867,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
385,2017 INFINITI QX50,"Base | 48,698 miles","$19,000",1,Wagon,Black,Silver,JN1BJ0RP8HM388026,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
386,2017 INFINITI QX60,"Base | 42,947 miles","$25,410",1,SUV,Black,Black,5N1DL0MN5HC513202,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
388,2018 Alfa Romeo Stelvio,"Ti Sport | 15,442 miles","$30,480",1,Wagon,Black,Blue,ZASFAKNN0J7B99753,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
389,2019 Jeep Grand Cherokee,"Limited | 26,123 miles","$28,830",1,SUV,Black,Granite Crystal Metallic Clear Coat,1C4RJFBG3KC665641,3.6L V6 295hp 260ft. lbs.,Automatic,4x4,Gasoline,"69.3""","189.8""","84.8""","8.6""","114.7""","63.9""",18 City / 25 Hwy,"64.1"""
391,2017 Nissan Rogue Hybrid,"SV | 38,570 miles","$17,300",1,Wagon,Black,Grey,5N1ET2MT8HC785158,2.0L Hybrid I4 176hp,Automatic,FWD,Gas/Electric Hybrid,"66.3""","184.5""","72.4""","7.4""","106.5""","62.8""",33 City / 35 Hwy,"62.8"""
392,2017 Nissan Rogue Hybrid,"SV | 43,916 miles","$16,830",1,Wagon,Black,Black,5N1ET2MTXHC778874,2.0L Hybrid I4 176hp,Automatic,FWD,Gas/Electric Hybrid,"66.3""","184.5""","72.4""","7.4""","106.5""","62.8""",33 City / 35 Hwy,"62.8"""
393,2017 Mazda CX-5,"Touring | 27,814 miles","$20,170",1,SUV,Black,Red,JM3KFACLXH0138375,SKYACTIV-G 2.5L I4 187hp 185ft. lbs.,Automatic,FWD,Gasoline,"66.1""","179.1""","72.5""","7.6""","106.2""","62.8""",24 City / 31 Hwy,"62.8"""
395,2019 Buick Enclave,"Essence | 35,636 miles","$25,630",1,SUV,Gray,Quicksilver Metallic,5GAERBKW6KJ181595,3.6L V6 310hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","204.3""","89.3""","7.7""","120.9""","67.3""",18 City / 26 Hwy,"67"""
398,2019 Volkswagen Passat,"2.0T Wolfsburg | 29,204 miles","$16,340",1,Sedan,Black,Grey,1VWLA7A33KC013061,2.0L Turbo I4 174hp 184ft. lbs.,Automatic,FWD,Gasoline,"58.5""","191.9""","72.2""","5.4""","110.4""","62.1""",25 City / 36 Hwy,"61"""
400,2019 Dodge Journey,"GT | 27,387 miles","$18,810",1,SUV,Black,White,3C4PDDEGXKT784676,Pentastar 3.6L V6 283hp 260ft. lbs.,Other,AWD,Gasoline,"66.6""","192.4""","83.7""","7.2""","113.8""","61.8""",16 City / 24 Hwy,"62.3"""
402,2019 Cadillac XT5,"Premium Luxury | 28,320 miles","$31,770",1,SUV,Black,Radiant Silver Metallic,1GYKNERS0KZ239360,3.6L V6 310hp 271ft. lbs.,Automatic,FWD,Gasoline,"66""","189.5""","75""","7.8""","112.5""","64.4""",19 City / 26 Hwy,"64.4"""
405,2017 Ford Fusion Hybrid,"SE | 41,479 miles","$13,470",1,Sedan,Tan,Shadow Black,3FA6P0LU8HR266050,2.0L Hybrid I4 188hp,Automatic,FWD,Gas/Electric Hybrid,"58""","191.8""","83.5""",Unavailable,"112.2""","62.3""",43 City / 41 Hwy,"62"""
408,2019 Nissan Pathfinder,"SV | 26,014 miles","$20,660",1,SUV,Black,White,5N1DR2MN6KC607946,3.5L V6 284hp 259ft. lbs.,Other,FWD,Gasoline,"70.6""","198.5""","77.2""","7""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
413,2018 Alfa Romeo Stelvio,"Ti | 9,892 miles","$29,250",1,SUV,Black,Stromboli Gray Metallic,ZASFAKBN1J7B93786,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
414,2018 Alfa Romeo Giulia,"Ti Lusso | 24,348 miles","$26,550",1,Sedan,Tan,Alfa Black,ZARFAECN8J7570144,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
415,2018 Alfa Romeo Stelvio,"Ti | 32,797 miles","$26,000",1,Wagon,Black,Vulcano Black Metallic,ZASFAKBN4J7B73113,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
417,2017 INFINITI QX60,"Base | 42,309 miles","$25,420",1,SUV,Black,Blue,5N1DL0MN0HC523202,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
418,2019 INFINITI QX60,"PURE | 28,332 miles","$27,870",1,SUV,Black,Silver,5N1DL0MN1KC564526,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.6""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
419,2017 Ford Fusion,"SE | 26,799 miles","$14,690",1,Sedan,Black,Silver,3FA6P0HD3HR276803,EcoBoost 1.5L Turbo I4 181hp 185ft. lbs.,Automatic,FWD,Gasoline,"58.2""","191.8""","83.5""",Unavailable,"112.2""","62.7""",23 City / 34 Hwy,"62.4"""
420,2017 Maserati Ghibli,"Base | 44,473 miles","$32,530",2,Sedan,Black,Nero Solid,ZAM57XSAXH1213815,3.0L Twin Turbo V6 345hp 369ft. lbs.,Automatic,RWD,Gasoline,"57.5""","195.7""","82.7""","4.5""","118""","64.4""",17 City / 24 Hwy,"65.1"""
421,2019 Lexus RX 350,"Base | 10,425 miles","$41,350",1,SUV,Gray,White,2T2ZZMCA0KC127554,3.5L V6 295hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.7""","192.5""","74.6""","8.2""","109.8""","64.4""",20 City / 27 Hwy,"64"""
422,2018 Alfa Romeo Stelvio,"Base | 20,538 miles","$26,510",1,Wagon,Black,Black,ZASFAKAN6J7B83269,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
423,2018 Alfa Romeo Stelvio,"Base | 14,398 miles","$25,680",1,Wagon,Black,Blue,ZASFAKAN1J7B91733,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
425,2019 GMC Terrain,"SLT | 36,897 miles","$20,550",1,SUV,Black,White,3GKALVEV3KL233071,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,AWD,Gasoline,"65.4""","182.3""","72.4""","7.9""","107.3""","62.3""",24 City / 28 Hwy,"62.5"""
430,2017 INFINITI QX60,"Base | 17,809 miles","$28,900",1,SUV,Black,Graphite Shadow,5N1DL0MM3HC517207,3.5L V6 295hp 270ft. lbs.,Other,AWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",19 City / 26 Hwy,"65.7"""
431,2017 INFINITI QX60,"Base | 29,972 miles","$26,630",1,SUV,Black,Graphite Shadow,5N1DL0MNXHC526186,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
432,2017 Nissan Rogue,"SV | 30,404 miles","$15,840",1,SUV,Black,Caspian Blue,5N1AT2MT9HC887468,2.5L I4 170hp 175ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
433,2017 Lincoln MKX,"Select | 32,220 miles","$23,080",1,SUV,Tan,Ruby Red Tinted Clearcoat,2LMPJ6KR3HBL45995,3.7L V6 303hp 278ft. lbs.,Automatic,FWD,Gasoline,"66.2""","190""","86.1""","7.8""","112.2""","64.8""",17 City / 25 Hwy,"64.7"""
434,2017 Ford Fusion,"Titanium | 45,606 miles","$16,030",1,Sedan,Black,Blue,3FA6P0K92HR180049,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,FWD,Gasoline,"58.2""","191.8""","83.5""",Unavailable,"112.2""","62.7""",21 City / 31 Hwy,"62.4"""
436,2017 Hyundai Ioniq Electric,"Limited | 48,580 miles","$16,510",1,Hatchback,Black,White,KMHC05LH8HU008035,Electric 118hp 215ft. lbs.,Automatic,FWD,Electric,"57.1""","176""","71.7""","5.5""","106.3""","61.2""",150 City / 122 Hwy,"61.8"""
437,2017 Nissan Rogue,"SV | 20,469 miles","$16,260",1,SUV,Black,Silver,KNMAT2MT3HP573005,2.5L I4 170hp 175ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
438,2015 Ford Edge,"SEL | 14,466 miles","$19,800",1,SUV,Tan,Oxford White,2FMTK3J86FBB34933,3.5L V6 280hp 250ft. lbs.,Automatic,FWD,Gasoline,"68.6""","188.1""","85.8""","7.9""","112.2""","64.8""",18 City / 26 Hwy,"64.7"""
439,2018 Alfa Romeo Stelvio,"Ti Sport | 5,392 miles","$33,500",1,SUV,Brown,Alfa Rosso,ZASFAKNN1J7C00439,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
440,2018 Alfa Romeo Stelvio,"Ti | 22,064 miles","$30,400",1,SUV,Black,Silverstone Gray Metallic,ZASFAKBNXJ7B83404,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
441,2018 Alfa Romeo Giulia,"Ti Sport | 11,874 miles","$29,700",1,Sedan,Black,Red,ZARFAECN6J7577853,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
442,2017 BMW X3,"sDrive28i | 19,037 miles","$26,500",2,SUV,Brown,Melbourne Red Metallic,5UXWZ7C50H0U47146,2.0L Turbo I4 240hp 260ft. lbs.,Automatic,RWD,Gasoline,"66.1""","183.6""","82.2""","8""","110.6""","62.8""",21 City / 28 Hwy,"63.4"""
443,2016 Kia Forte5,"EX | 15,778 miles","$15,100",1,Hatchback,Black,Snow White Pearl,KNAFX5A84G5598403,2.0L I4 173hp 154ft. lbs.,Automatic,FWD,Gasoline,"57.1""","171.3""","70.1""","5.5""","106.3""","61.3""",25 City / 33 Hwy,"61.8"""
444,2020 Hyundai Kona EV,SEL | 363 miles,"$35,600",1,SUV,Black,White,KM8K23AG7LU072211,Electric 201hp 291ft. lbs.,Automatic,FWD,Electric,"61.2""","164.6""","70.9""","6.2""","102.4""","61.6""",132 City / 108 Hwy,"62"""
445,2017 Audi Q5,"2.0T quattro Premium Plus | 23,017 miles","$27,900",1,SUV,Black,Black,WA1M2AFPXHA082079,2.0L Turbo I4 220hp 258ft. lbs.,Automatic,AWD,Gasoline,"65.2""","182.6""","82.2""","7.9""","110.5""","63.7""",20 City / 27 Hwy,"63.5"""
446,2017 INFINITI Q50,"2.0T | 28,262 miles","$21,000",1,Sedan,Black,Grey,JN1CV7AP7HM642421,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,RWD,Gasoline,"56.8""",Unavailable,"71.8""",Unavailable,"112.2""",Unavailable,23 City / 31 Hwy,Unavailable
447,2017 INFINITI QX60,"Base | 31,932 miles","$26,820",1,SUV,Tan,Black,5N1DL0MN4HC544036,3.5L V6 295hp 270ft. lbs.,Other,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
448,2017 Volkswagen Passat,"1.8T R-Line | 14,881 miles","$16,630",1,Sedan,Tan,White,1VWDT7A31HC081608,1.8L Turbo I4 170hp 184ft. lbs.,Automatic,FWD,Gasoline,"58.5""","191.9""","72.2""","5.4""","110.4""","62.1""",23 City / 34 Hwy,"61"""
449,2018 Alfa Romeo Stelvio,"Ti Sport | 4,483 miles","$34,100",1,SUV,Black,Grey,ZASFAKNN4J7C01343,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
450,2017 Lexus RX 350,"Base | 31,089 miles","$33,960",1,SUV,Black,Nebula Gray Pearl,2T2ZZMCA0HC077988,3.5L V6 295hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.7""","192.5""","74.6""","8.2""","109.8""","64.4""",20 City / 27 Hwy,"64"""
451,2017 Mercedes-Benz GLA,"GLA 250 4MATIC | 34,988 miles","$24,600",1,SUV,Black,White,WDCTG4GB8HJ321419,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,AWD,Gasoline,"60""","173.9""","79.6""","5.3""","106.3""","60.9""",23 City / 31 Hwy,"60.8"""
452,2018 Acura RDX,"w/Advance | 20,069 miles","$32,180",2,SUV,Gray,Lunar Silver Metallic,5J8TB4H74JL000228,3.5L V6 279hp 252ft. lbs.,Automatic,AWD,Gasoline,"65""","184.4""","73.7""","8.1""","105.7""","63.1""",19 City / 27 Hwy,"63.4"""
453,2018 Chrysler 300,"S | 21,408 miles","$23,230",1,Sedan,Black,Gloss Black,2C3CCABG5JH201754,Pentastar 3.6L V6 300hp 264ft. lbs.,Automatic,RWD,Gasoline,"58.7""","198.6""","75""","5""","120.2""","63.4""",19 City / 30 Hwy,"63.8"""
454,2017 Honda Civic,"Sport | 61,679 miles","$17,370",1,Hatchback,Black,Red,SHHFK7G49HU207617,1.5L Turbo I4 180hp 177ft. lbs.,Manual,FWD,Gasoline,"56.3""","177.9""","70.8""",Unavailable,"106.3""","60.5""",30 City / 39 Hwy,"61.1"""
455,2015 Cadillac SRX,"Performance Collection | 55,184 miles","$20,750",3,SUV,Gray,Black Raven,3GYFNCE32FS581853,3.6L V6 308hp 265ft. lbs.,Automatic,FWD,Gasoline,"65.7""","190.3""","75.2""","7""","110.5""","63.8""",17 City / 24 Hwy,"63.4"""
457,2018 Subaru WRX,"Premium | 7,569 miles","$27,980",1,Sedan,Black,Blue,JF1VA1C6XJ8839655,2.0L Turbo H4 268hp 258ft. lbs.,Other,AWD,Gasoline,"58.1""","180.9""","70.7""","4.9""","104.3""","60.2""",18 City / 24 Hwy,"60.6"""
458,2019 Audi A5,"2.0T quattro Premium Plus | 10,259 miles","$38,020",1,Coupe,Black,Black,WAUTNAF54KA007325,2.0L Turbo I4 248hp 273ft. lbs.,Automatic,AWD,Gasoline,"54""","184""","79.9""",Unavailable,"108.8""","62.5""",23 City / 34 Hwy,"61.7"""
459,2014 Honda Civic,"Hybrid | 14,148 miles","$14,880",1,Sedan,Tan,Green Opal Metallic,19XFB4F25EE200407,1.5L Hybrid I4 110hp 127ft. lbs.,Automatic,FWD,Gas/Electric Hybrid,"56.3""","179.4""","69""",Unavailable,"105.1""","59.1""",44 City / 47 Hwy,"60.2"""
460,2017 Honda Accord,"LX | 24,338 miles","$18,150",1,Sedan,Black,Black,1HGCR2F31HA285850,2.4L I4 185hp 181ft. lbs.,Automatic,FWD,Gasoline,"57.7""","192.5""","72.8""",Unavailable,"109.3""","62.8""",27 City / 36 Hwy,"63"""
461,2015 Lexus RX 450h,"Base | 23,265 miles","$30,890",1,SUV,Black,Silver Lining Metallic,2T2ZB1BA0FC001902,3.5L Hybrid V6 295hp,Other,FWD,Gas/Electric Hybrid,"66.3""","187.8""","74.2""","6.9""","107.9""","64.2""",32 City / 28 Hwy,"63.8"""
464,2017 INFINITI QX30,"Premium | 41,234 miles","$20,380",1,Wagon,Tan,Black,SJKCH5CP0HA017170,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,FWD,Gasoline,"59.4""","174.2""","82""","6.8""","106.3""","61.9""",24 City / 33 Hwy,"61.9"""
465,2018 Audi Q3,"Premium | 18,378 miles","$24,800",1,SUV,Black,White,WA1BCCFS3JR010068,2.0L Turbo I4 200hp 207ft. lbs.,Automatic,FWD,Gasoline,"62.6""","172.8""","79.5""","6.7""","102.5""","61.1""",20 City / 28 Hwy,"61.2"""
466,2017 Volkswagen Golf,"1.8T Wolfsburg Edition | 20,616 miles","$16,630",1,Hatchback,Black,Blue,3VW217AU2HM029716,1.8L Turbo I4 170hp 199ft. lbs.,Automatic,FWD,Gasoline,"57.2""","167.5""","70.8""","5.4""","103.8""","61""",25 City / 35 Hwy,"59.8"""
467,2018 Audi Q3,"Premium | 55,554 miles","$20,500",1,SUV,Black,Grey,WA1BCCFS3JR005923,2.0L Turbo I4 200hp 207ft. lbs.,Automatic,FWD,Gasoline,"62.6""","172.8""","79.5""","6.7""","102.5""","61.1""",20 City / 28 Hwy,"61.2"""
468,2018 Audi Q3,"Premium Plus | 29,069 miles","$27,100",1,SUV,Brown,Black,WA1HCCFS6JR005585,2.0L Turbo I4 200hp 207ft. lbs.,Automatic,FWD,Gasoline,"62.6""","172.8""","79.5""","6.7""","102.5""","61.1""",20 City / 28 Hwy,"61.2"""
469,2017 Maserati Ghibli,"Base | 24,375 miles","$34,200",1,Sedan,Black,Black,ZAM57XSA7H1247047,3.0L Twin Turbo V6 345hp 369ft. lbs.,Automatic,RWD,Gasoline,"57.5""","195.7""","82.7""","4.5""","118""","64.4""",17 City / 24 Hwy,"65.1"""
471,2018 Hyundai Kona,"SEL | 21,559 miles","$17,330",1,SUV,Gray,Black,KM8K22AA1JU107814,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"61.6""","164""","70.9""","6.7""","102.4""","61.5""",27 City / 33 Hwy,"61.9"""
472,2019 Mercedes-Benz A-Class,"A 220 | 12,025 miles","$28,330",1,Sedan,Black,Black,WDD3G4EB2KW027541,2.0L Turbo I4 188hp 221ft. lbs.,Automatic,FWD,Gasoline,"56.9""","179.1""","78.4""","4.3""","107.4""","61.7""",24 City / 35 Hwy,"60.9"""
473,2017 Subaru Impreza,"2.0i | 20,599 miles","$15,830",1,Sedan,Black,White,4S3GKAA63H3615475,2.0L H4 152hp 145ft. lbs.,Other,AWD,Gasoline,"57.3""","182.1""","70""","5.1""","105.1""","60.6""",28 City / 38 Hwy,"60.8"""
474,2017 Lexus RX 350,"350 | 32,637 miles","$32,750",1,SUV,Black,Caviar,2T2ZZMCA3HC075944,3.5L V6 295hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.7""","192.5""","74.6""","8.2""","109.8""","64.4""",20 City / 27 Hwy,"64"""
476,2018 Alfa Romeo Stelvio,"Ti | 16,089 miles","$28,710",1,Wagon,Black,White,ZASFAKBN8J7B71851,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
477,2017 Nissan Rogue,"SV | 26,055 miles","$15,970",1,Wagon,Black,Blue,5N1AT2MT5HC836436,2.5L I4 170hp 175ft. lbs.,Other,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
478,2019 Toyota Sienna,"LE 8-Passenger | 22,483 miles","$25,700",1,Van Minivan,Gray,Black,5TDKZ3DC3KS998102,3.5L V6 296hp 263ft. lbs.,Automatic,FWD,Gasoline,"70.7""","200.6""","78.1""","6.5""","119.3""","67.7""",19 City / 27 Hwy,"67.7"""
479,2018 Honda Accord,"Touring | 12,399 miles","$29,100",1,Sedan,Gray,Radiant Red Metallic,1HGCV2F92JA041937,2.0L Turbo I4 252hp 273ft. lbs.,Automatic,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","62.6""",22 City / 32 Hwy,"63.1"""
480,2018 INFINITI Q60,"Pure | 14,523 miles","$27,870",1,Coupe,Black,White,JN1CV7EK7JM200551,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,RWD,Gasoline,"54.9""","184.4""","80.8""","4.9""","112.2""","61.2""",22 City / 30 Hwy,"62.2"""
482,2018 Lexus NX 300,"Base | 9,602 miles","$31,350",1,SUV,Red,White,JTJYARBZ2J2110972,2.0L Turbo I4 235hp 258ft. lbs.,Automatic,FWD,Gasoline,"64.8""","182.3""","83.9""","6.9""","104.7""","62.2""",22 City / 28 Hwy,"62.2"""
483,2019 Chrysler 300,"Limited | 26,467 miles","$23,300",1,Sedan,Black,Bright White Clear Coat,2C3CCAKG9KH649075,Pentastar 3.6L V6 292hp 260ft. lbs.,Automatic,AWD,Gasoline,"59.2""","198.6""","75""","4.8""","120.2""","63.4""",18 City / 27 Hwy,"63.8"""
484,2018 Acura RDX,"w/Advance | 16,070 miles","$31,570",1,SUV,Black,Black,5J8TB3H74JL007352,3.5L V6 279hp 252ft. lbs.,Automatic,FWD,Gasoline,"65""","184.4""","73.7""","8.1""","105.7""","63.1""",20 City / 28 Hwy,"63.4"""
487,2019 Audi Q5,"2.0T quattro Premium Plus | 8,802 miles","$41,720",1,SUV,Black,Ibis White,WA1BNAFY3K2056738,2.0L Turbo I4 248hp 273ft. lbs.,Automatic,AWD,Gasoline,"65.3""","183.6""","84.3""","8.2""","111""","63.6""",22 City / 27 Hwy,"63.3"""
488,2017 Lexus RX 350,"Base | 20,302 miles","$35,900",1,SUV,Black,Nebula Gray Pearl,2T2ZZMCAXHC068876,3.5L V6 295hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.7""","192.5""","74.6""","8.2""","109.8""","64.4""",20 City / 27 Hwy,"64"""
491,2019 Kia Optima,"LX | 30,140 miles","$15,970",1,Sedan,Black,Platinum Graphite,5XXGT4L34KG297262,2.4L I4 185hp 178ft. lbs.,Automatic,FWD,Gasoline,"57.7""","191.1""","73.2""","5.3""","110.4""","63.5""",24 City / 33 Hwy,"63.8"""
